FedThompson_Random_40.0_309
4.574207476877124
4.458881554031851
4.356879164444699
4.304802271655774
4.2270910553314565
4.1775055411321445
4.162710321800159
4.128798629928768
4.1748598269973245
4.1633716550899065
4.149027391828536
4.194526213224175
4.250800799378093
4.223379899353431
4.247626662241862
4.248108964431333
4.274554716609067
4.298457147929678
4.348793218932308
4.297660010314731
4.357721936175154
4.398162173187166
4.402476527983236
4.421183800442893
4.4512456486316925
4.4397240489453145
4.4916805574761245
4.4967465072676935
4.5312264531719855
4.542758860955256
4.5595678028875275
4.535477166913947
4.565231981605984
4.5893294074204105
4.626166037377964
4.639017295743237
4.6490093129066326
4.635264366553353
4.681841726254085
4.674891917282479
4.677014588174722
4.72709704891898
4.725110377367257
4.767004210225182
4.731194747042446
4.76458246482107
4.771737934225247
4.793378149391742
4.838351537228927
4.790132993517697
4.789601936091387
4.832965496092642
4.8688817581675945
4.884336353651673
4.883872066414189
4.872712794626625
4.856169229828182
4.852183180203071
4.86753929359166
4.856119219822523
4.87853901353272
4.890486594139095
4.910971263829298
4.92027133624657
4.914101974039703
4.918265521641705
4.919009010293265
4.947106668520208
4.967152279854869
4.952327452489311
4.941456538734388
4.969176624204904
4.972245768881862
4.92910265237199
4.990982282037614
5.010772856475045
5.021381382844667
4.994275341874063
5.0183209098328305
5.024447775895462
5.012515909263568
5.019673968983148
5.022986722992763
5.037481616168347
5.005590009032046
5.05305581689068
5.0751085884325
5.056840042856279
5.092753076455438
5.084060929841915
5.106354053640283
5.033955960826635
5.067434182106438
5.080246010658431
5.098827551881198
5.072809153344996
5.116366438915301
5.107938217977851
5.121404992854977
5.1193385893429495
5.117104668018209
